"","StateAb","DivisionID","DivisionNm","PollingPlaceID","PollingPlace","CandidateID","Surname","GivenNm","BallotPosition","Elected","HistoricElected","PartyAb","PartyNm","OrdinaryVotes","Swing"
"5301","NSW",250,"Riverina",2520,"Hillston",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",510,4.33
"5302","NSW",250,"Riverina",2520,"Hillston",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",124,-4.33
"5303","NSW",250,"Riverina",1282,"Humula",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",73,8.62
"5304","NSW",250,"Riverina",1282,"Humula",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",14,-8.62
"5305","NSW",250,"Riverina",1283,"Illabo",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",175,2.17
"5306","NSW",250,"Riverina",1283,"Illabo",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",25,-2.17
"5307","NSW",250,"Riverina",799,"Jingellic",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",34,5.95
"5308","NSW",250,"Riverina",799,"Jingellic",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",8,-5.95
"5309","NSW",250,"Riverina",1285,"Junee",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1319,6.39
"5310","NSW",250,"Riverina",1285,"Junee",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",722,-6.39
"5311","NSW",250,"Riverina",1288,"Kapooka",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",42,2.61
"5312","NSW",250,"Riverina",1288,"Kapooka",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",10,-2.61
"5313","NSW",250,"Riverina",33857,"Kapooka PPVC",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",123,5.08
"5314","NSW",250,"Riverina",33857,"Kapooka PPVC",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",22,-5.08
"5315","NSW",250,"Riverina",800,"Khancoban",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",119,11.1
"5316","NSW",250,"Riverina",800,"Khancoban",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",74,-11.1
"5317","NSW",250,"Riverina",1289,"Kooringal",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1394,3.67
"5318","NSW",250,"Riverina",1289,"Kooringal",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",621,-3.67
"5319","NSW",250,"Riverina",1315,"Kooringal North",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",997,-0.89
"5320","NSW",250,"Riverina",1315,"Kooringal North",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",537,0.89
"5321","NSW",250,"Riverina",1290,"Lacmalac",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",72,16.9
"5322","NSW",250,"Riverina",1290,"Lacmalac",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",22,-16.9
"5323","NSW",250,"Riverina",1291,"Ladysmith",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",186,-3.4
"5324","NSW",250,"Riverina",1291,"Ladysmith",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",52,3.4
"5325","NSW",250,"Riverina",1292,"Lake Albert",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1565,3.4
"5326","NSW",250,"Riverina",1292,"Lake Albert",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",596,-3.4
"5327","NSW",250,"Riverina",2526,"Lake Wyangan",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",396,2.71
"5328","NSW",250,"Riverina",2526,"Lake Wyangan",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",106,-2.71
"5329","NSW",250,"Riverina",2527,"Leeton",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",948,1.11
"5330","NSW",250,"Riverina",2527,"Leeton",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",382,-1.11
"5331","NSW",250,"Riverina",2528,"Leeton North",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",624,0.93
"5332","NSW",250,"Riverina",2528,"Leeton North",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",211,-0.93
"5333","NSW",250,"Riverina",2542,"Leeton Parkview",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",554,7.15
"5334","NSW",250,"Riverina",2542,"Leeton Parkview",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",216,-7.15
"5335","NSW",250,"Riverina",2507,"Leeton South",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",792,0.91
"5336","NSW",250,"Riverina",2507,"Leeton South",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",243,-0.91
"5337","NSW",250,"Riverina",1295,"Mangoplah",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",157,-3.96
"5338","NSW",250,"Riverina",1295,"Mangoplah",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",25,3.96
"5339","NSW",250,"Riverina",1296,"Marrar",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",181,0.88
"5340","NSW",250,"Riverina",1296,"Marrar",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",49,-0.88
"5341","NSW",250,"Riverina",1297,"Matong",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",78,2.77
"5342","NSW",250,"Riverina",1297,"Matong",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",22,-2.77
"5343","NSW",250,"Riverina",2531,"Merriwagga",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",47,9.36
"5344","NSW",250,"Riverina",2531,"Merriwagga",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",11,-9.36
"5345","NSW",250,"Riverina",1299,"Mirrool",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",68,-2.89
"5346","NSW",250,"Riverina",1299,"Mirrool",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",4,2.89
"5347","NSW",250,"Riverina",1300,"Mount Austin",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1067,2.4
"5348","NSW",250,"Riverina",1300,"Mount Austin",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",595,-2.4
"5349","NSW",250,"Riverina",2533,"Murrami",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",94,3.2
"5350","NSW",250,"Riverina",2533,"Murrami",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",17,-3.2
"5351","NSW",250,"Riverina",1304,"Nangus",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",109,-1.63
"5352","NSW",250,"Riverina",1304,"Nangus",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",52,1.63
"5353","NSW",250,"Riverina",2536,"Narrandera",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",611,8.91
"5354","NSW",250,"Riverina",2536,"Narrandera",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",188,-8.91
"5355","NSW",250,"Riverina",2537,"Narrandera East",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",387,-1.9
"5356","NSW",250,"Riverina",2537,"Narrandera East",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",184,1.9
"5357","NSW",250,"Riverina",33858,"Narrandera PPVC",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",544,-1.25
"5358","NSW",250,"Riverina",33858,"Narrandera PPVC",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",215,1.25
"5359","NSW",250,"Riverina",2538,"Narrandera West",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",184,-0.02
"5360","NSW",250,"Riverina",2538,"Narrandera West",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",94,0.02
"5361","NSW",250,"Riverina",2545,"Rankins Springs",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",95,1.54
"5362","NSW",250,"Riverina",2545,"Rankins Springs",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",26,-1.54
"5363","NSW",250,"Riverina",829,"Rosewood",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",142,6.46
"5364","NSW",250,"Riverina",829,"Rosewood",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",25,-6.46
"5365","NSW",250,"Riverina",1312,"San Isidore",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",140,1.29
"5366","NSW",250,"Riverina",1312,"San Isidore",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",66,-1.29
"5367","NSW",250,"Riverina",33626,"Special Hospital Team 1",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",72,9.73
"5368","NSW",250,"Riverina",33626,"Special Hospital Team 1",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",19,-9.73
"5369","NSW",250,"Riverina",33825,"Special Hospital Team 2",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",62,-7.38
"5370","NSW",250,"Riverina",33825,"Special Hospital Team 2",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",41,7.38
"5371","NSW",250,"Riverina",33829,"Special Hospital Team 3",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",68,-0.28
"5372","NSW",250,"Riverina",33829,"Special Hospital Team 3",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",31,0.28
"5373","NSW",250,"Riverina",33830,"Special Hospital Team 4",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",253,0.49
"5374","NSW",250,"Riverina",33830,"Special Hospital Team 4",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",113,-0.49
"5375","NSW",250,"Riverina",33833,"Special Hospital Team 5",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",70,6.7
"5376","NSW",250,"Riverina",33833,"Special Hospital Team 5",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",23,-6.7
"5377","NSW",250,"Riverina",45928,"Special Hospital Team 6",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",6,-18.6
"5378","NSW",250,"Riverina",45928,"Special Hospital Team 6",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",6,18.6
"5379","NSW",250,"Riverina",14153,"Sydney (Riverina)",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",16,-7.41
"5380","NSW",250,"Riverina",14153,"Sydney (Riverina)",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",11,7.41
"5381","NSW",250,"Riverina",1316,"Talbingo",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",75,2.96
"5382","NSW",250,"Riverina",1316,"Talbingo",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",60,-2.96
"5383","NSW",250,"Riverina",2548,"Tallimba",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",77,4.79
"5384","NSW",250,"Riverina",2548,"Tallimba",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",5,-4.79
"5385","NSW",250,"Riverina",1317,"Tarcutta",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",204,-0.31
"5386","NSW",250,"Riverina",1317,"Tarcutta",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",37,0.31
"5387","NSW",250,"Riverina",1318,"Tatton",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1083,5.47
"5388","NSW",250,"Riverina",1318,"Tatton",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",300,-5.47
"5389","NSW",250,"Riverina",1319,"Temora",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1408,3.96
"5390","NSW",250,"Riverina",1319,"Temora",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",388,-3.96
"5391","NSW",250,"Riverina",12075,"Temora West",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",930,4.25
"5392","NSW",250,"Riverina",12075,"Temora West",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",267,-4.25
"5393","NSW",250,"Riverina",2481,"Tharbogang",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",115,-3.97
"5394","NSW",250,"Riverina",2481,"Tharbogang",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",57,3.97
"5395","NSW",250,"Riverina",1321,"Tolland",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",526,-1.67
"5396","NSW",250,"Riverina",1321,"Tolland",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",375,1.67
"5397","NSW",250,"Riverina",841,"Tooma",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",77,3.26
"5398","NSW",250,"Riverina",841,"Tooma",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",9,-3.26
"5399","NSW",250,"Riverina",842,"Tumbarumba",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",783,4.03
"5400","NSW",250,"Riverina",842,"Tumbarumba",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",418,-4.03
"5401","NSW",250,"Riverina",1323,"Tumblong",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",119,0.29
"5402","NSW",250,"Riverina",1323,"Tumblong",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",33,-0.29
"5403","NSW",250,"Riverina",1324,"Tumut",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",926,6.06
"5404","NSW",250,"Riverina",1324,"Tumut",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",494,-6.06
"5405","NSW",250,"Riverina",11950,"Tumut East",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",730,3.66
"5406","NSW",250,"Riverina",11950,"Tumut East",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",496,-3.66
"5407","NSW",250,"Riverina",65490,"Tumut PPVC",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",929,66.5
"5408","NSW",250,"Riverina",65490,"Tumut PPVC",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",468,33.5
"5409","NSW",250,"Riverina",1326,"Turvey Park",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",858,0.55
"5410","NSW",250,"Riverina",1326,"Turvey Park",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",504,-0.55
"5411","NSW",250,"Riverina",1329,"Turvey Park North",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",314,-1.58
"5412","NSW",250,"Riverina",1329,"Turvey Park North",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",266,1.58
"5413","NSW",250,"Riverina",2553,"Ungarie",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",235,8.67
"5414","NSW",250,"Riverina",2553,"Ungarie",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",48,-8.67
"5415","NSW",250,"Riverina",1327,"Uranquinty",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",318,3.85
"5416","NSW",250,"Riverina",1327,"Uranquinty",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",117,-3.85
"5417","NSW",250,"Riverina",1328,"Wagga Wagga",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",788,0.24
"5418","NSW",250,"Riverina",1328,"Wagga Wagga",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",481,-0.24
"5419","NSW",250,"Riverina",1278,"Wagga Wagga East",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",45,2.8
"5420","NSW",250,"Riverina",1278,"Wagga Wagga East",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",22,-2.8
"5421","NSW",250,"Riverina",1331,"Wagga Wagga North",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1016,2.05
"5422","NSW",250,"Riverina",1331,"Wagga Wagga North",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",478,-2.05
"5423","NSW",250,"Riverina",33860,"Wagga Wagga PPVC",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",7185,3.3
"5424","NSW",250,"Riverina",33860,"Wagga Wagga PPVC",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",2797,-3.3
"5425","NSW",250,"Riverina",1340,"Wagga Wagga South",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",749,-4.22
"5426","NSW",250,"Riverina",1340,"Wagga Wagga South",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",482,4.22
"5427","NSW",250,"Riverina",1332,"Wagga Wagga West",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",560,0.17
"5428","NSW",250,"Riverina",1332,"Wagga Wagga West",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",303,-0.17
"5429","NSW",250,"Riverina",2554,"Wamoon",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",183,2.82
"5430","NSW",250,"Riverina",2554,"Wamoon",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",58,-2.82
"5431","NSW",250,"Riverina",2555,"Weethalle",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",171,2.39
"5432","NSW",250,"Riverina",2555,"Weethalle",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",22,-2.39
"5433","NSW",250,"Riverina",2556,"West Wyalong",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",1089,4.06
"5434","NSW",250,"Riverina",2556,"West Wyalong",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",272,-4.06
"5435","NSW",250,"Riverina",2558,"Whitton",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",246,6.4
"5436","NSW",250,"Riverina",2558,"Whitton",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",76,-6.4
"5437","NSW",250,"Riverina",2563,"Wyalong",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",418,3.42
"5438","NSW",250,"Riverina",2563,"Wyalong",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",126,-3.42
"5439","NSW",250,"Riverina",33954,"Wyalong PPVC",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",341,85.25
"5440","NSW",250,"Riverina",33954,"Wyalong PPVC",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",59,14.75
"5441","NSW",250,"Riverina",2565,"Yanco",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",413,7.28
"5442","NSW",250,"Riverina",2565,"Yanco",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",130,-7.28
"5443","NSW",250,"Riverina",2566,"Yenda",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",524,2.75
"5444","NSW",250,"Riverina",2566,"Yenda",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",142,-2.75
"5445","NSW",250,"Riverina",2567,"Yoogali",23253,"McCORMACK","Michael",4,"Y","Y","NP","The Nationals",559,2.08
"5446","NSW",250,"Riverina",2567,"Yoogali",24587,"KURYLOWICZ","Tim",7,"N","N","ALP","Labor",143,-2.08
"5447","NSW",146,"Robertson",2586,"Avoca Beach",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1042,5.76
"5448","NSW",146,"Robertson",2586,"Avoca Beach",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",887,-5.76
"5449","NSW",146,"Robertson",65594,"BLV Robertson PPVC",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",18,60
"5450","NSW",146,"Robertson",65594,"BLV Robertson PPVC",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",12,40
"5451","NSW",146,"Robertson",2588,"Booker Bay",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",397,4.72
"5452","NSW",146,"Robertson",2588,"Booker Bay",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",307,-4.72
"5453","NSW",146,"Robertson",2589,"Copacabana",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",637,2.87
"5454","NSW",146,"Robertson",2589,"Copacabana",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",670,-2.87
"5455","NSW",146,"Robertson",2590,"Davistown",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",805,7.31
"5456","NSW",146,"Robertson",2590,"Davistown",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",634,-7.31
"5457","NSW",146,"Robertson",30137,"Divisional Office (PREPOLL)",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",536,-2.22
"5458","NSW",146,"Robertson",30137,"Divisional Office (PREPOLL)",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",371,2.22
"5459","NSW",146,"Robertson",2591,"Empire Bay",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1275,2.1
"5460","NSW",146,"Robertson",2591,"Empire Bay",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1066,-2.1
"5461","NSW",146,"Robertson",2592,"Erina",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1960,4.18
"5462","NSW",146,"Robertson",2592,"Erina",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1495,-4.18
"5463","NSW",146,"Robertson",2593,"Erina Heights (Robertson)",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",580,1.94
"5464","NSW",146,"Robertson",2593,"Erina Heights (Robertson)",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",347,-1.94
"5465","NSW",146,"Robertson",33075,"Erina South",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",842,7.08
"5466","NSW",146,"Robertson",33075,"Erina South",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",596,-7.08
"5467","NSW",146,"Robertson",2594,"Ettalong",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1192,2.27
"5468","NSW",146,"Robertson",2594,"Ettalong",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1363,-2.27
"5469","NSW",146,"Robertson",2596,"Ettalong West",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",840,7.22
"5470","NSW",146,"Robertson",2596,"Ettalong West",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1189,-7.22
"5471","NSW",146,"Robertson",2597,"Gosford",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",699,3.42
"5472","NSW",146,"Robertson",2597,"Gosford",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",786,-3.42
"5473","NSW",146,"Robertson",2598,"Gosford East",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1166,1.03
"5474","NSW",146,"Robertson",2598,"Gosford East",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1013,-1.03
"5475","NSW",146,"Robertson",31134,"Gosford ROBERTSON PPVC",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",4036,2.87
"5476","NSW",146,"Robertson",31134,"Gosford ROBERTSON PPVC",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",3162,-2.87
"5477","NSW",146,"Robertson",2601,"Gosford West",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",484,3.14
"5478","NSW",146,"Robertson",2601,"Gosford West",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",417,-3.14
"5479","NSW",146,"Robertson",2603,"Hardys Bay",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",195,2.22
"5480","NSW",146,"Robertson",2603,"Hardys Bay",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",173,-2.22
"5481","NSW",146,"Robertson",2604,"Henry Kendall",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",244,2.12
"5482","NSW",146,"Robertson",2604,"Henry Kendall",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",314,-2.12
"5483","NSW",146,"Robertson",2605,"Kariong",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1491,6.11
"5484","NSW",146,"Robertson",2605,"Kariong",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1251,-6.11
"5485","NSW",146,"Robertson",2606,"Kincumber",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1375,2.84
"5486","NSW",146,"Robertson",2606,"Kincumber",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1228,-2.84
"5487","NSW",146,"Robertson",31699,"Kincumber Central",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",698,4.32
"5488","NSW",146,"Robertson",31699,"Kincumber Central",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",615,-4.32
"5489","NSW",146,"Robertson",2609,"Macmasters Beach",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",244,4.38
"5490","NSW",146,"Robertson",2609,"Macmasters Beach",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",261,-4.38
"5491","NSW",146,"Robertson",2610,"Mangrove Mountain",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",300,2.28
"5492","NSW",146,"Robertson",2610,"Mangrove Mountain",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",150,-2.28
"5493","NSW",146,"Robertson",2611,"Mooney Mooney",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",122,2.17
"5494","NSW",146,"Robertson",2611,"Mooney Mooney",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",118,-2.17
"5495","NSW",146,"Robertson",2612,"Mount White",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",79,7.71
"5496","NSW",146,"Robertson",2612,"Mount White",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",74,-7.71
"5497","NSW",146,"Robertson",11919,"Narara South",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",766,2.51
"5498","NSW",146,"Robertson",11919,"Narara South",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",771,-2.51
"5499","NSW",146,"Robertson",32594,"Niagara Park (Robertson)",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",1049,3.3
"5500","NSW",146,"Robertson",32594,"Niagara Park (Robertson)",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1139,-3.3
"5501","NSW",146,"Robertson",2615,"Ocean Beach",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",975,6.47
"5502","NSW",146,"Robertson",2615,"Ocean Beach",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",1067,-6.47
"5503","NSW",146,"Robertson",2616,"Patonga",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",100,0.79
"5504","NSW",146,"Robertson",2616,"Patonga",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",101,-0.79
"5505","NSW",146,"Robertson",2617,"Pearl Beach",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",172,-0.44
"5506","NSW",146,"Robertson",2617,"Pearl Beach",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",167,0.44
"5507","NSW",146,"Robertson",2618,"Peats Ridge",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",193,2.24
"5508","NSW",146,"Robertson",2618,"Peats Ridge",24603,"O'NEILL","Deborah",9,"N","Y","ALP","Labor",93,-2.24
"5509","NSW",146,"Robertson",2620,"Point Clare",23216,"WICKS","Lucy",3,"Y","N","LP","Liberal",901,1.23
