"","StateAb","DivisionID","DivisionNm","PollingPlaceID","PollingPlace","CandidateID","Surname","GivenNm","BallotPosition","Elected","HistoricElected","PartyAb","PartyNm","OrdinaryVotes","Swing"
"8130","QLD",166,"Hinkler",5727,"Branyan",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",604,-1.72
"8131","QLD",166,"Hinkler",14222,"Brisbane City (Hinkler)",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",8,22.66
"8132","QLD",166,"Hinkler",14222,"Brisbane City (Hinkler)",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",6,-22.66
"8133","QLD",166,"Hinkler",5731,"Bundaberg",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",471,6.98
"8134","QLD",166,"Hinkler",5731,"Bundaberg",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",474,-6.98
"8135","QLD",166,"Hinkler",5732,"Bundaberg East",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",578,2.76
"8136","QLD",166,"Hinkler",5732,"Bundaberg East",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",759,-2.76
"8137","QLD",166,"Hinkler",46484,"Bundaberg HINKLER PPVC",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",4051,-0.71
"8138","QLD",166,"Hinkler",46484,"Bundaberg HINKLER PPVC",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",6099,0.71
"8139","QLD",166,"Hinkler",5734,"Bundaberg North",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",371,-1.63
"8140","QLD",166,"Hinkler",5734,"Bundaberg North",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",445,1.63
"8141","QLD",166,"Hinkler",5782,"Bundaberg North West",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",436,1.55
"8142","QLD",166,"Hinkler",5782,"Bundaberg North West",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",564,-1.55
"8143","QLD",166,"Hinkler",5736,"Bundaberg South",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",760,3.33
"8144","QLD",166,"Hinkler",5736,"Bundaberg South",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",782,-3.33
"8145","QLD",166,"Hinkler",5737,"Bundaberg West",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",620,3.24
"8146","QLD",166,"Hinkler",5737,"Bundaberg West",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",570,-3.24
"8147","QLD",166,"Hinkler",65207,"Bundaberg West PPVC",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",1880,2.06
"8148","QLD",166,"Hinkler",65207,"Bundaberg West PPVC",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",2558,-2.06
"8149","QLD",166,"Hinkler",5738,"Burnett Heads",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",544,0.05
"8150","QLD",166,"Hinkler",5738,"Burnett Heads",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",622,-0.05
"8151","QLD",166,"Hinkler",6548,"Burrum Heads",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",311,-1.72
"8152","QLD",166,"Hinkler",6548,"Burrum Heads",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",621,1.72
"8153","QLD",166,"Hinkler",5740,"Childers",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",558,-3.12
"8154","QLD",166,"Hinkler",5740,"Childers",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",964,3.12
"8155","QLD",166,"Hinkler",5743,"Cordalba",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",119,2.33
"8156","QLD",166,"Hinkler",5743,"Cordalba",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",184,-2.33
"8157","QLD",166,"Hinkler",30157,"Divisional Office (PREPOLL)",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",0,-40.24
"8158","QLD",166,"Hinkler",30157,"Divisional Office (PREPOLL)",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",0,-59.76
"8159","QLD",166,"Hinkler",5748,"Elliott Heads",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",233,0.11
"8160","QLD",166,"Hinkler",5748,"Elliott Heads",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",357,-0.11
"8161","QLD",166,"Hinkler",5752,"Givelda",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",88,1.21
"8162","QLD",166,"Hinkler",5752,"Givelda",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",112,-1.21
"8163","QLD",166,"Hinkler",5758,"Goodwood",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",104,3.25
"8164","QLD",166,"Hinkler",5758,"Goodwood",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",124,-3.25
"8165","QLD",166,"Hinkler",32692,"Hervey Bay PPVC",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",3858,4.08
"8166","QLD",166,"Hinkler",32692,"Hervey Bay PPVC",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",6542,-4.08
"8167","QLD",166,"Hinkler",6580,"Howard",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",459,-2.5
"8168","QLD",166,"Hinkler",6580,"Howard",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",684,2.5
"8169","QLD",166,"Hinkler",5761,"Kalkie",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",312,2.85
"8170","QLD",166,"Hinkler",5761,"Kalkie",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",569,-2.85
"8171","QLD",166,"Hinkler",31547,"Kawungan",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",903,3.34
"8172","QLD",166,"Hinkler",31547,"Kawungan",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",1334,-3.34
"8173","QLD",166,"Hinkler",31560,"Kepnock",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",579,6.99
"8174","QLD",166,"Hinkler",31560,"Kepnock",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",569,-6.99
"8175","QLD",166,"Hinkler",5766,"Millbank",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",556,6.13
"8176","QLD",166,"Hinkler",5766,"Millbank",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",548,-6.13
"8177","QLD",166,"Hinkler",5778,"Norville",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",738,2.51
"8178","QLD",166,"Hinkler",5778,"Norville",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",764,-2.51
"8179","QLD",166,"Hinkler",6613,"Pialba",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",454,3.04
"8180","QLD",166,"Hinkler",6613,"Pialba",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",661,-3.04
"8181","QLD",166,"Hinkler",38274,"Pialba North",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",1218,3.8
"8182","QLD",166,"Hinkler",38274,"Pialba North",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",1491,-3.8
"8183","QLD",166,"Hinkler",33943,"River Heads",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",238,-5.11
"8184","QLD",166,"Hinkler",33943,"River Heads",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",450,5.11
"8185","QLD",166,"Hinkler",32708,"Special Hospital Team 1",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",132,8.51
"8186","QLD",166,"Hinkler",32708,"Special Hospital Team 1",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",171,-8.51
"8187","QLD",166,"Hinkler",32709,"Special Hospital Team 2",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",168,4.37
"8188","QLD",166,"Hinkler",32709,"Special Hospital Team 2",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",258,-4.37
"8189","QLD",166,"Hinkler",58766,"Special Hospital Team 3",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",12,2.35
"8190","QLD",166,"Hinkler",58766,"Special Hospital Team 3",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",19,-2.35
"8191","QLD",166,"Hinkler",58767,"Special Hospital Team 4",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",124,3.93
"8192","QLD",166,"Hinkler",58767,"Special Hospital Team 4",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",195,-3.93
"8193","QLD",166,"Hinkler",58856,"Special Hospital Team 5",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",106,10.02
"8194","QLD",166,"Hinkler",58856,"Special Hospital Team 5",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",129,-10.02
"8195","QLD",166,"Hinkler",5785,"Thabeban",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",694,3.69
"8196","QLD",166,"Hinkler",5785,"Thabeban",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",791,-3.69
"8197","QLD",166,"Hinkler",6631,"Toogoom",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",334,-1.57
"8198","QLD",166,"Hinkler",6631,"Toogoom",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",540,1.57
"8199","QLD",166,"Hinkler",6632,"Torbanlea",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",185,5.88
"8200","QLD",166,"Hinkler",6632,"Torbanlea",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",220,-5.88
"8201","QLD",166,"Hinkler",6634,"Torquay",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",742,2.62
"8202","QLD",166,"Hinkler",6634,"Torquay",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",1097,-2.62
"8203","QLD",166,"Hinkler",6636,"Urangan",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",1020,3.03
"8204","QLD",166,"Hinkler",6636,"Urangan",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",1291,-3.03
"8205","QLD",166,"Hinkler",38271,"Urangan West",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",873,-0.12
"8206","QLD",166,"Hinkler",38271,"Urangan West",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",1375,0.12
"8207","QLD",166,"Hinkler",31798,"Urraween",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",459,3.11
"8208","QLD",166,"Hinkler",31798,"Urraween",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",883,-3.11
"8209","QLD",166,"Hinkler",58858,"Urraween East",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",259,1.15
"8210","QLD",166,"Hinkler",58858,"Urraween East",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",374,-1.15
"8211","QLD",166,"Hinkler",5792,"Walkervale",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",700,3.53
"8212","QLD",166,"Hinkler",5792,"Walkervale",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",639,-3.53
"8213","QLD",166,"Hinkler",5795,"Woodgate",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",182,-4.19
"8214","QLD",166,"Hinkler",5795,"Woodgate",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",450,4.19
"8215","QLD",166,"Hinkler",5797,"Woongarra",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",302,4.36
"8216","QLD",166,"Hinkler",5797,"Woongarra",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",462,-4.36
"8217","QLD",166,"Hinkler",38275,"Yarrilee",23716,"DONALDSON","Leanne",1,"N","N","ALP","Australian Labor Party",709,1.43
"8218","QLD",166,"Hinkler",38275,"Yarrilee",23837,"PITT","Keith",5,"Y","N","LNP","Liberal National Party of Queensland",1313,-1.43
"8219","QLD",167,"Kennedy",5804,"Abergowrie",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",49,-27.17
"8220","QLD",167,"Kennedy",5804,"Abergowrie",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",88,27.17
"8221","QLD",167,"Kennedy",12019,"Alice River (Kennedy)",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",534,-16.04
"8222","QLD",167,"Kennedy",12019,"Alice River (Kennedy)",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",544,16.04
"8223","QLD",167,"Kennedy",5921,"Aloomba",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",150,-25.65
"8224","QLD",167,"Kennedy",5921,"Aloomba",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",169,25.65
"8225","QLD",167,"Kennedy",5808,"Atherton",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",875,-16.28
"8226","QLD",167,"Kennedy",5808,"Atherton",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",818,16.28
"8227","QLD",167,"Kennedy",32729,"Atherton Interstate PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",0,0
"8228","QLD",167,"Kennedy",32729,"Atherton Interstate PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",0,0
"8229","QLD",167,"Kennedy",5807,"Atherton North",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",533,-14.93
"8230","QLD",167,"Kennedy",5807,"Atherton North",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",479,14.93
"8231","QLD",167,"Kennedy",46720,"Atherton PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",977,-22.51
"8232","QLD",167,"Kennedy",46720,"Atherton PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",1144,22.51
"8233","QLD",167,"Kennedy",5923,"Babinda",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",348,-18.57
"8234","QLD",167,"Kennedy",5923,"Babinda",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",306,18.57
"8235","QLD",167,"Kennedy",5659,"Bambaroo",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",97,-20.51
"8236","QLD",167,"Kennedy",5659,"Bambaroo",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",99,20.51
"8237","QLD",167,"Kennedy",5930,"Bellenden Ker",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",45,-18.99
"8238","QLD",167,"Kennedy",5930,"Bellenden Ker",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",63,18.99
"8239","QLD",167,"Kennedy",5810,"Biboohra",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",129,-26.05
"8240","QLD",167,"Kennedy",5810,"Biboohra",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",158,26.05
"8241","QLD",167,"Kennedy",65511,"BLV Kennedy PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",9,75
"8242","QLD",167,"Kennedy",65511,"BLV Kennedy PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",3,25
"8243","QLD",167,"Kennedy",5812,"Boulia",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",61,-6.63
"8244","QLD",167,"Kennedy",5812,"Boulia",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",38,6.63
"8245","QLD",167,"Kennedy",11641,"Bramston Beach",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",48,-22.02
"8246","QLD",167,"Kennedy",11641,"Bramston Beach",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",44,22.02
"8247","QLD",167,"Kennedy",14223,"Brisbane City (Kennedy)",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",11,-40.62
"8248","QLD",167,"Kennedy",14223,"Brisbane City (Kennedy)",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",21,40.63
"8249","QLD",167,"Kennedy",5814,"Butchers Creek",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",69,-13.73
"8250","QLD",167,"Kennedy",5814,"Butchers Creek",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",67,13.73
"8251","QLD",167,"Kennedy",65107,"Cairns KENNEDY PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",1128,-14.95
"8252","QLD",167,"Kennedy",65107,"Cairns KENNEDY PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",1085,14.95
"8253","QLD",167,"Kennedy",46691,"Camooweal PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",0,-77.14
"8254","QLD",167,"Kennedy",46691,"Camooweal PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",0,-22.86
"8255","QLD",167,"Kennedy",5817,"Cardwell",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",329,-21.54
"8256","QLD",167,"Kennedy",5817,"Cardwell",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",373,21.54
"8257","QLD",167,"Kennedy",32731,"Cardwell Interstate PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",0,0
"8258","QLD",167,"Kennedy",32731,"Cardwell Interstate PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",0,0
"8259","QLD",167,"Kennedy",5818,"Charters Towers",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",659,-16.1
"8260","QLD",167,"Kennedy",5818,"Charters Towers",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",488,16.1
"8261","QLD",167,"Kennedy",5819,"Charters Towers Central",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",511,-12.97
"8262","QLD",167,"Kennedy",5819,"Charters Towers Central",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",262,12.97
"8263","QLD",167,"Kennedy",46678,"Charters Towers Interstate PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",0,0
"8264","QLD",167,"Kennedy",46678,"Charters Towers Interstate PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",0,0
"8265","QLD",167,"Kennedy",5820,"Charters Towers North",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",224,-17.24
"8266","QLD",167,"Kennedy",5820,"Charters Towers North",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",146,17.24
"8267","QLD",167,"Kennedy",46677,"Charters Towers PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",426,-18.78
"8268","QLD",167,"Kennedy",46677,"Charters Towers PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",356,18.78
"8269","QLD",167,"Kennedy",5821,"Chillagoe",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",74,-20.76
"8270","QLD",167,"Kennedy",5821,"Chillagoe",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",49,20.76
"8271","QLD",167,"Kennedy",5825,"Cloncurry",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",444,-4.12
"8272","QLD",167,"Kennedy",5825,"Cloncurry",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",357,4.12
"8273","QLD",167,"Kennedy",46680,"Cloncurry Interstate PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",0,0
"8274","QLD",167,"Kennedy",46680,"Cloncurry Interstate PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",0,0
"8275","QLD",167,"Kennedy",46679,"Cloncurry PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",142,-7.14
"8276","QLD",167,"Kennedy",46679,"Cloncurry PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",135,7.14
"8277","QLD",167,"Kennedy",5826,"Croydon",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",35,-34.47
"8278","QLD",167,"Kennedy",5826,"Croydon",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",70,34.47
"8279","QLD",167,"Kennedy",38324,"Dajarra",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",36,-3.79
"8280","QLD",167,"Kennedy",38324,"Dajarra",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",12,3.79
"8281","QLD",167,"Kennedy",5827,"Dimbulah",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",248,-22.37
"8282","QLD",167,"Kennedy",5827,"Dimbulah",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",237,22.37
"8283","QLD",167,"Kennedy",30158,"Divisional Office (PREPOLL)",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",840,-8.82
"8284","QLD",167,"Kennedy",30158,"Divisional Office (PREPOLL)",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",701,8.82
"8285","QLD",167,"Kennedy",5828,"Doomadgee",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",307,14.5
"8286","QLD",167,"Kennedy",5828,"Doomadgee",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",30,-14.5
"8287","QLD",167,"Kennedy",5950,"East Palmerston",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",54,-27.77
"8288","QLD",167,"Kennedy",5950,"East Palmerston",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",66,27.77
"8289","QLD",167,"Kennedy",5963,"Edmonton (Kennedy)",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",1268,-13.46
"8290","QLD",167,"Kennedy",5963,"Edmonton (Kennedy)",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",986,13.46
"8291","QLD",167,"Kennedy",5954,"El Arish",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",217,-17.03
"8292","QLD",167,"Kennedy",5954,"El Arish",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",169,17.03
"8293","QLD",167,"Kennedy",5830,"Emerald Creek",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",144,-23.71
"8294","QLD",167,"Kennedy",5830,"Emerald Creek",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",209,23.71
"8295","QLD",167,"Kennedy",5834,"Feluga",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",89,-22.85
"8296","QLD",167,"Kennedy",5834,"Feluga",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",161,22.85
"8297","QLD",167,"Kennedy",5956,"Flying Fish Point",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",117,-19.4
"8298","QLD",167,"Kennedy",5956,"Flying Fish Point",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",127,19.4
"8299","QLD",167,"Kennedy",5657,"Forrest Beach",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",352,-16.36
"8300","QLD",167,"Kennedy",5657,"Forrest Beach",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",272,16.36
"8301","QLD",167,"Kennedy",5958,"Garradunga",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",78,-22.27
"8302","QLD",167,"Kennedy",5958,"Garradunga",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",139,22.27
"8303","QLD",167,"Kennedy",5836,"Georgetown",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",41,-39.04
"8304","QLD",167,"Kennedy",5836,"Georgetown",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",119,39.05
"8305","QLD",167,"Kennedy",5959,"Goondi",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",519,-21.99
"8306","QLD",167,"Kennedy",5959,"Goondi",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",474,21.99
"8307","QLD",167,"Kennedy",5961,"Gordonvale",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",1452,-19.49
"8308","QLD",167,"Kennedy",5961,"Gordonvale",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",1246,19.49
"8309","QLD",167,"Kennedy",5838,"Halifax",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",343,-16.46
"8310","QLD",167,"Kennedy",5838,"Halifax",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",199,16.46
"8311","QLD",167,"Kennedy",5839,"Happy Valley",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",397,0.36
"8312","QLD",167,"Kennedy",5839,"Happy Valley",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",303,-0.36
"8313","QLD",167,"Kennedy",5841,"Healy",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",570,-3.95
"8314","QLD",167,"Kennedy",5841,"Healy",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",464,3.95
"8315","QLD",167,"Kennedy",5842,"Herberton",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",413,-19.51
"8316","QLD",167,"Kennedy",5842,"Herberton",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",289,19.51
"8317","QLD",167,"Kennedy",5844,"Hughenden",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",287,-13
"8318","QLD",167,"Kennedy",5844,"Hughenden",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",171,13
"8319","QLD",167,"Kennedy",46692,"Hughenden PPVC",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",149,0.64
"8320","QLD",167,"Kennedy",46692,"Hughenden PPVC",23808,"IKIN","Noeline",7,"N","N","LNP","Liberal National Party of Queensland",103,-0.64
"8321","QLD",167,"Kennedy",5846,"Ingham",24318,"KATTER","Bob",4,"Y","Y","KAP","Katter's Australian Party",782,-18.3
