2013 Federal Election House of Representatives First Preferences By Candidate By Polling Place for ACT [Event:17496 Phase:FinalResults Generated:2014-10-28T11:21:48 Cycle:570ee0da-3d7a-4f7e-8aa1-3c32a4f287ed Created:2014-05-16T14:24:09 Environment:PROD Site:PARKES Server:ACT01 Version:9.1.17.21449]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
ACT,101,Canberra,30092,Divisional Office (PREPOLL),24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,263,-7.15
ACT,101,Canberra,30092,Divisional Office (PREPOLL),24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,37,2.3
ACT,101,Canberra,30092,Divisional Office (PREPOLL),24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,89,5.52
ACT,101,Canberra,30092,Divisional Office (PREPOLL),24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,611,-1.56
ACT,101,Canberra,30092,Divisional Office (PREPOLL),24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,19,1.18
ACT,101,Canberra,30092,Divisional Office (PREPOLL),999,Informal,Informal,999,N,N,,Informal,51,-1.49
ACT,101,Canberra,8767,Duffy,24857,SEFTON,Tom,1,N,N,LP,Liberal,606,1.58
ACT,101,Canberra,8767,Duffy,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,263,-6.73
ACT,101,Canberra,8767,Duffy,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,46,2.56
ACT,101,Canberra,8767,Duffy,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,58,3.22
ACT,101,Canberra,8767,Duffy,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,802,-2.01
ACT,101,Canberra,8767,Duffy,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,25,1.39
ACT,101,Canberra,8767,Duffy,999,Informal,Informal,999,N,N,,Informal,67,-0.24
ACT,101,Canberra,8768,Fadden,24857,SEFTON,Tom,1,N,N,LP,Liberal,870,1.33
ACT,101,Canberra,8768,Fadden,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,220,-4.44
ACT,101,Canberra,8768,Fadden,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,74,3.67
ACT,101,Canberra,8768,Fadden,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,77,3.82
ACT,101,Canberra,8768,Fadden,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,761,-5.02
ACT,101,Canberra,8768,Fadden,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,13,0.65
ACT,101,Canberra,8768,Fadden,999,Informal,Informal,999,N,N,,Informal,67,-0.49
ACT,101,Canberra,8769,Farrer,24857,SEFTON,Tom,1,N,N,LP,Liberal,952,-0.46
ACT,101,Canberra,8769,Farrer,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,267,-2.9
ACT,101,Canberra,8769,Farrer,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,52,2.37
ACT,101,Canberra,8769,Farrer,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,73,3.33
ACT,101,Canberra,8769,Farrer,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,830,-3.3
ACT,101,Canberra,8769,Farrer,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,21,0.96
ACT,101,Canberra,8769,Farrer,999,Informal,Informal,999,N,N,,Informal,58,-1.49
ACT,101,Canberra,8794,Garran,24857,SEFTON,Tom,1,N,N,LP,Liberal,464,4.21
ACT,101,Canberra,8794,Garran,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,177,-6.82
ACT,101,Canberra,8794,Garran,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,21,1.75
ACT,101,Canberra,8794,Garran,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,35,2.92
ACT,101,Canberra,8794,Garran,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,487,-3.24
ACT,101,Canberra,8794,Garran,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,14,1.17
ACT,101,Canberra,8794,Garran,999,Informal,Informal,999,N,N,,Informal,44,0.77
ACT,101,Canberra,8771,Gilmore,24857,SEFTON,Tom,1,N,N,LP,Liberal,731,-1.27
ACT,101,Canberra,8771,Gilmore,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,187,-4.18
ACT,101,Canberra,8771,Gilmore,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,95,4.99
ACT,101,Canberra,8771,Gilmore,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,68,3.57
ACT,101,Canberra,8771,Gilmore,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,801,-4.31
ACT,101,Canberra,8771,Gilmore,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,23,1.21
ACT,101,Canberra,8771,Gilmore,999,Informal,Informal,999,N,N,,Informal,103,-1.01
ACT,101,Canberra,12072,Gordon,24857,SEFTON,Tom,1,N,N,LP,Liberal,1364,-0.09
ACT,101,Canberra,12072,Gordon,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,359,-5.28
ACT,101,Canberra,12072,Gordon,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,165,4.56
ACT,101,Canberra,12072,Gordon,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,135,3.73
ACT,101,Canberra,12072,Gordon,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,1575,-3.49
ACT,101,Canberra,12072,Gordon,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,20,0.55
ACT,101,Canberra,12072,Gordon,999,Informal,Informal,999,N,N,,Informal,215,-1.58
ACT,101,Canberra,8772,Gowrie,24857,SEFTON,Tom,1,N,N,LP,Liberal,653,-0.22
ACT,101,Canberra,8772,Gowrie,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,197,-5.71
ACT,101,Canberra,8772,Gowrie,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,83,4.85
ACT,101,Canberra,8772,Gowrie,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,72,4.21
ACT,101,Canberra,8772,Gowrie,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,680,-4.66
ACT,101,Canberra,8772,Gowrie,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,26,1.52
ACT,101,Canberra,8772,Gowrie,999,Informal,Informal,999,N,N,,Informal,78,-2.28
ACT,101,Canberra,8817,Griffith,24857,SEFTON,Tom,1,N,N,LP,Liberal,554,2.51
ACT,101,Canberra,8817,Griffith,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,181,-6.8
ACT,101,Canberra,8817,Griffith,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,29,2.15
ACT,101,Canberra,8817,Griffith,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,66,4.9
ACT,101,Canberra,8817,Griffith,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,505,-3.59
ACT,101,Canberra,8817,Griffith,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,11,0.82
ACT,101,Canberra,8817,Griffith,999,Informal,Informal,999,N,N,,Informal,52,-0.15
ACT,101,Canberra,8773,Holder,24857,SEFTON,Tom,1,N,N,LP,Liberal,633,0.81
ACT,101,Canberra,8773,Holder,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,223,-7.01
ACT,101,Canberra,8773,Holder,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,54,3.13
ACT,101,Canberra,8773,Holder,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,73,4.23
ACT,101,Canberra,8773,Holder,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,727,-1.98
ACT,101,Canberra,8773,Holder,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,14,0.81
ACT,101,Canberra,8773,Holder,999,Informal,Informal,999,N,N,,Informal,47,-0.89
ACT,101,Canberra,8774,Hughes,24857,SEFTON,Tom,1,N,N,LP,Liberal,640,-2.64
ACT,101,Canberra,8774,Hughes,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,280,-4.29
ACT,101,Canberra,8774,Hughes,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,29,1.62
ACT,101,Canberra,8774,Hughes,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,71,3.96
ACT,101,Canberra,8774,Hughes,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,757,0.46
ACT,101,Canberra,8774,Hughes,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,16,0.89
ACT,101,Canberra,8774,Hughes,999,Informal,Informal,999,N,N,,Informal,68,-0.37
ACT,101,Canberra,8884,Isabella Plains,24857,SEFTON,Tom,1,N,N,LP,Liberal,725,-0.39
ACT,101,Canberra,8884,Isabella Plains,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,216,-6.34
ACT,101,Canberra,8884,Isabella Plains,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,79,3.72
ACT,101,Canberra,8884,Isabella Plains,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,99,4.66
ACT,101,Canberra,8884,Isabella Plains,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,979,-2.96
ACT,101,Canberra,8884,Isabella Plains,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,28,1.32
ACT,101,Canberra,8884,Isabella Plains,999,Informal,Informal,999,N,N,,Informal,113,-1.17
ACT,101,Canberra,8776,Kambah North,24857,SEFTON,Tom,1,N,N,LP,Liberal,328,-1.78
ACT,101,Canberra,8776,Kambah North,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,133,-3.54
ACT,101,Canberra,8776,Kambah North,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,37,3.97
ACT,101,Canberra,8776,Kambah North,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,25,2.69
ACT,101,Canberra,8776,Kambah North,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,383,-4.01
ACT,101,Canberra,8776,Kambah North,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,25,2.69
ACT,101,Canberra,8776,Kambah North,999,Informal,Informal,999,N,N,,Informal,33,-1.07
ACT,101,Canberra,8777,Kambah South,24857,SEFTON,Tom,1,N,N,LP,Liberal,725,-1.33
ACT,101,Canberra,8777,Kambah South,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,358,-4.54
ACT,101,Canberra,8777,Kambah South,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,83,3.47
ACT,101,Canberra,8777,Kambah South,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,124,5.19
ACT,101,Canberra,8777,Kambah South,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,1071,-4
ACT,101,Canberra,8777,Kambah South,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,29,1.21
ACT,101,Canberra,8777,Kambah South,999,Informal,Informal,999,N,N,,Informal,94,-1.17
ACT,101,Canberra,8778,Kambah West,24857,SEFTON,Tom,1,N,N,LP,Liberal,967,2.44
ACT,101,Canberra,8778,Kambah West,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,313,-6.7
ACT,101,Canberra,8778,Kambah West,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,85,3.27
ACT,101,Canberra,8778,Kambah West,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,84,3.24
ACT,101,Canberra,8778,Kambah West,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,1109,-3.71
ACT,101,Canberra,8778,Kambah West,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,38,1.46
ACT,101,Canberra,8778,Kambah West,999,Informal,Informal,999,N,N,,Informal,154,0.7
ACT,101,Canberra,8779,Lyons,24857,SEFTON,Tom,1,N,N,LP,Liberal,426,2.67
ACT,101,Canberra,8779,Lyons,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,219,-6.06
ACT,101,Canberra,8779,Lyons,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,43,3.35
ACT,101,Canberra,8779,Lyons,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,49,3.82
ACT,101,Canberra,8779,Lyons,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,532,-4.86
ACT,101,Canberra,8779,Lyons,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,14,1.09
ACT,101,Canberra,8779,Lyons,999,Informal,Informal,999,N,N,,Informal,50,-1.55
ACT,101,Canberra,8780,Mawson,24857,SEFTON,Tom,1,N,N,LP,Liberal,867,-0.32
ACT,101,Canberra,8780,Mawson,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,267,-5.3
ACT,101,Canberra,8780,Mawson,24239,HANLEY,Tony,3,N,N,PUP,Palmer United Party,42,1.93
ACT,101,Canberra,8780,Mawson,24118,MAHER,Damien,4,N,N,BTA,Bullet Train For Australia,82,3.76
ACT,101,Canberra,8780,Mawson,24122,BRODTMANN,Gai,5,Y,Y,ALP,Australian Labor Party,897,-1.26
ACT,101,Canberra,8780,Mawson,24238,BURT,Nicolle,6,N,N,SPA,Secular Party of Australia,26,1.19
ACT,101,Canberra,8780,Mawson,999,Informal,Informal,999,N,N,,Informal,92,-0.2
ACT,101,Canberra,8781,Monash,24857,SEFTON,Tom,1,N,N,LP,Liberal,876,-1.06
ACT,101,Canberra,8781,Monash,24895,MELROSE,Julie,2,N,N,GRN,Australian Greens,246,-4.85
