"long","lat","order","hole","piece","id","group"
137.786511,-32.999915,174,FALSE,"1","3","3.1"
137.721268,-32.990512,175,FALSE,"1","3","3.1"
137.691496,-32.95956,176,FALSE,"1","3","3.1"
137.641418,-32.955318,177,FALSE,"1","3","3.1"
137.595198,-32.998551,178,FALSE,"1","3","3.1"
137.599742,-33.021089,179,FALSE,"1","3","3.1"
137.585736,-33.022086,180,FALSE,"1","3","3.1"
137.596979,-33.03615,181,FALSE,"1","3","3.1"
137.552961,-33.058059,182,FALSE,"1","3","3.1"
137.536023,-33.094818,183,FALSE,"1","3","3.1"
137.451979,-33.130701,184,FALSE,"1","3","3.1"
137.434062,-33.230088,185,FALSE,"1","3","3.1"
137.393686,-33.28989,186,FALSE,"1","3","3.1"
137.374434,-33.292726,187,FALSE,"1","3","3.1"
137.385585,-33.372166,188,FALSE,"1","3","3.1"
137.360521,-33.439166,189,FALSE,"1","3","3.1"
137.314614,-33.471529,190,FALSE,"1","3","3.1"
137.278833,-33.565015,191,FALSE,"1","3","3.1"
137.213306,-33.661082,192,FALSE,"1","3","3.1"
137.168508,-33.690294,193,FALSE,"1","3","3.1"
137.069734,-33.698743,194,FALSE,"1","3","3.1"
136.991674,-33.724793,195,FALSE,"1","3","3.1"
136.857218,-33.798387,196,FALSE,"1","3","3.1"
136.799629,-33.80333,197,FALSE,"1","3","3.1"
136.778484,-33.831012,198,FALSE,"1","3","3.1"
136.73046,-33.834978,199,FALSE,"1","3","3.1"
136.668362,-33.878689,200,FALSE,"1","3","3.1"
136.592684,-33.899562,201,FALSE,"1","3","3.1"
136.572195,-33.923038,202,FALSE,"1","3","3.1"
136.57475,-33.943438,203,FALSE,"1","3","3.1"
136.497478,-33.992615,204,FALSE,"1","3","3.1"
136.434749,-34.011595,205,FALSE,"1","3","3.1"
136.363136,-34.069349,206,FALSE,"1","3","3.1"
136.346688,-34.099496,207,FALSE,"1","3","3.1"
136.356851,-34.122758,208,FALSE,"1","3","3.1"
136.331378,-34.148126,209,FALSE,"1","3","3.1"
136.32439,-34.181602,210,FALSE,"1","3","3.1"
136.278006,-34.220835,211,FALSE,"1","3","3.1"
136.233584,-34.296136,212,FALSE,"1","3","3.1"
136.187841,-34.33484,213,FALSE,"1","3","3.1"
136.112245,-34.359384,214,FALSE,"1","3","3.1"
136.10378,-34.382528,215,FALSE,"1","3","3.1"
136.130148,-34.407111,216,FALSE,"1","3","3.1"
136.091801,-34.429572,217,FALSE,"1","3","3.1"
136.116687,-34.425739,218,FALSE,"1","3","3.1"
136.121769,-34.467421,219,FALSE,"1","3","3.1"
136.092173,-34.542734,220,FALSE,"1","3","3.1"
136.073225,-34.506203,221,FALSE,"1","3","3.1"
136.0829,-34.495306,222,FALSE,"1","3","3.1"
136.056326,-34.47902,223,FALSE,"1","3","3.1"
136.02502,-34.484048,224,FALSE,"1","3","3.1"
136.021803,-34.516206,225,FALSE,"1","3","3.1"
135.974127,-34.504699,226,FALSE,"1","3","3.1"
135.93231,-34.528521,227,FALSE,"1","3","3.1"
135.902127,-34.592584,228,FALSE,"1","3","3.1"
135.913887,-34.611309,229,FALSE,"1","3","3.1"
135.933423,-34.609826,230,FALSE,"1","3","3.1"
135.937413,-34.64902,231,FALSE,"1","3","3.1"
135.891145,-34.615732,232,FALSE,"1","3","3.1"
135.861765,-34.633575,233,FALSE,"1","3","3.1"
135.853962,-34.665381,234,FALSE,"1","3","3.1"
135.853777,-34.715444,235,FALSE,"1","3","3.1"
135.884862,-34.724936,236,FALSE,"1","3","3.1"
135.870055,-34.74443,237,FALSE,"1","3","3.1"
135.891409,-34.751447,238,FALSE,"1","3","3.1"
135.86472,-34.769666,239,FALSE,"1","3","3.1"
135.863448,-34.754873,240,FALSE,"1","3","3.1"
135.846373,-34.752882,241,FALSE,"1","3","3.1"
135.785731,-34.80933,242,FALSE,"1","3","3.1"
135.834373,-34.819008,243,FALSE,"1","3","3.1"
135.893494,-34.805599,244,FALSE,"1","3","3.1"
135.956396,-34.757148,245,FALSE,"1","3","3.1"
135.960864,-34.783816,246,FALSE,"1","3","3.1"
135.980602,-34.784618,247,FALSE,"1","3","3.1"
135.99126,-34.750348,248,FALSE,"1","3","3.1"
135.979243,-34.730501,249,FALSE,"1","3","3.1"
136.006531,-34.735939,250,FALSE,"1","3","3.1"
136.001927,-34.787262,251,FALSE,"1","3","3.1"
136.015783,-34.794216,252,FALSE,"1","3","3.1"
135.959953,-34.848601,253,FALSE,"1","3","3.1"
136.004524,-34.980343,254,FALSE,"1","3","3.1"
135.960257,-34.991911,255,FALSE,"1","3","3.1"
135.954463,-35.006352,256,FALSE,"1","3","3.1"
135.928877,-34.948295,257,FALSE,"1","3","3.1"
135.867748,-34.919894,258,FALSE,"1","3","3.1"
135.856062,-34.927288,259,FALSE,"1","3","3.1"
135.853755,-34.886649,260,FALSE,"1","3","3.1"
135.79209,-34.860956,261,FALSE,"1","3","3.1"
135.712711,-34.865101,262,FALSE,"1","3","3.1"
135.705738,-34.905736,263,FALSE,"1","3","3.1"
135.679212,-34.913706,264,FALSE,"1","3","3.1"
135.685876,-34.944856,265,FALSE,"1","3","3.1"
135.618827,-34.944466,266,FALSE,"1","3","3.1"
135.624044,-34.906359,267,FALSE,"1","3","3.1"
135.604502,-34.878667,268,FALSE,"1","3","3.1"
135.495893,-34.782583,269,FALSE,"1","3","3.1"
135.474341,-34.744108,270,FALSE,"1","3","3.1"
135.379698,-34.687117,271,FALSE,"1","3","3.1"
135.325022,-34.686375,272,FALSE,"1","3","3.1"
135.347275,-34.666046,273,FALSE,"1","3","3.1"
135.341687,-34.629108,274,FALSE,"1","3","3.1"
135.25243,-34.55187,275,FALSE,"1","3","3.1"
135.173727,-34.555002,276,FALSE,"1","3","3.1"
135.143498,-34.591838,277,FALSE,"1","3","3.1"
135.109197,-34.588234,278,FALSE,"1","3","3.1"
135.125345,-34.576533,279,FALSE,"1","3","3.1"
135.138982,-34.503296,280,FALSE,"1","3","3.1"
135.206319,-34.429307,281,FALSE,"1","3","3.1"
135.221385,-34.49863,282,FALSE,"1","3","3.1"
135.3539,-34.522063,283,FALSE,"1","3","3.1"
135.316249,-34.520659,284,FALSE,"1","3","3.1"
